"network","knockout","outdegree","target","share","significant","bin"
"MS","ADAM28",768,"SRGAP1",0.295819935691318,FALSE,"(0.2,0.3]"
"MS","ADAM28",768,"SRPK2",-0.339130434782609,FALSE,NA
"MS","ADAM28",768,"SSBP2",0.456896551724138,FALSE,"(0.4,0.5]"
"MS","ADAM28",768,"ST18",0.172185430463576,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"ST8SIA4",0.111111111111111,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"STAG1",-0.0869565217391304,FALSE,NA
"MS","ADAM28",768,"STARD13",-0.673333333333334,FALSE,NA
"MS","ADAM28",768,"STK3",-0.434782608695652,FALSE,NA
"MS","ADAM28",768,"STX7",-0.14375,FALSE,NA
"MS","ADAM28",768,"SUMF1",0.10752688172043,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"SUPT3H",0.25,FALSE,"(0.2,0.3]"
"MS","ADAM28",768,"SUSD6",0.333333333333333,FALSE,"(0.3,0.4]"
"MS","ADAM28",768,"SWAP70",-0.0571428571428571,FALSE,NA
"MS","ADAM28",768,"TANC2",-0.128158844765343,FALSE,NA
"MS","ADAM28",768,"TAOK3",-0.25,FALSE,NA
"MS","ADAM28",768,"TBC1D12",-0.32258064516129,FALSE,NA
"MS","ADAM28",768,"TBC1D5",-0.272727272727273,FALSE,NA
"MS","ADAM28",768,"TCF4",26.7500000000003,FALSE,NA
"MS","ADAM28",768,"TENT2",-0.123809523809524,FALSE,NA
"MS","ADAM28",768,"TET2",0.779661016949152,FALSE,"(0.7,0.8]"
"MS","ADAM28",768,"TFEC",-0.0819277108433735,FALSE,NA
"MS","ADAM28",768,"TFRC",0.259842519685039,FALSE,"(0.2,0.3]"
"MS","ADAM28",768,"THADA",1.33333333333333,FALSE,NA
"MS","ADAM28",768,"TMCC1",-0.238372093023256,FALSE,NA
"MS","ADAM28",768,"TMEM117",-0.268292682926829,FALSE,NA
"MS","ADAM28",768,"TMEM65",0.376744186046512,FALSE,"(0.3,0.4]"
"MS","ADAM28",768,"TMSB4X",-0.0178926441351889,FALSE,NA
"MS","ADAM28",768,"TNPO1",0.174672489082969,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"TNRC6B",0.180327868852459,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"TPK1",0.533333333333333,FALSE,"(0.5,0.6]"
"MS","ADAM28",768,"TPRG1",-2.13131313131313,FALSE,NA
"MS","ADAM28",768,"TREM2",-0.158730158730159,FALSE,NA
"MS","ADAM28",768,"TRHDE",-0.878048780487804,FALSE,NA
"MS","ADAM28",768,"TRIO",-0.379310344827586,FALSE,NA
"MS","ADAM28",768,"TRIP12",-0.25,FALSE,NA
"MS","ADAM28",768,"TRPS1",0.0245283018867925,FALSE,"[0,0.1]"
"MS","ADAM28",768,"TSHR",-384307168202282,FALSE,NA
"MS","ADAM28",768,"TTC17",-3.33333333333333,FALSE,NA
"MS","ADAM28",768,"TTC28",0.188679245283019,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"TTC3",-0.390243902439024,FALSE,NA
"MS","ADAM28",768,"TUT7",-0.15,FALSE,NA
"MS","ADAM28",768,"TXNIP",0.178423236514523,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"TYROBP",0.00746268656716418,FALSE,"[0,0.1]"
"MS","ADAM28",768,"UBE2D3",0.0897435897435898,FALSE,"[0,0.1]"
"MS","ADAM28",768,"UBE2W",0.0769230769230769,FALSE,"[0,0.1]"
"MS","ADAM28",768,"UBR5",0.015748031496063,FALSE,"[0,0.1]"
"MS","ADAM28",768,"UGCG",-0.37037037037037,FALSE,NA
"MS","ADAM28",768,"USP15",0.235294117647059,FALSE,"(0.2,0.3]"
"MS","ADAM28",768,"USP34",-0.166666666666667,FALSE,NA
"MS","ADAM28",768,"UTRN",0.134502923976608,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"UTY",1.18048780487805,FALSE,NA
"MS","ADAM28",768,"UVRAG",0.131578947368421,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"VMP1",0.103703703703704,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"VOPP1",-0.260869565217391,FALSE,NA
"MS","ADAM28",768,"VPS13C",0.366834170854271,FALSE,"(0.3,0.4]"
"MS","ADAM28",768,"VPS8",-0.257372654155496,FALSE,NA
"MS","ADAM28",768,"WASHC4",0.174496644295302,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"WDFY3",0.0555555555555556,FALSE,"[0,0.1]"
"MS","ADAM28",768,"WDR7",-0.666666666666667,FALSE,NA
"MS","ADAM28",768,"WIPF1",0.166666666666667,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"WSB1",-1,FALSE,NA
"MS","ADAM28",768,"XPR1",0.923076923076923,FALSE,"(0.9,1]"
"MS","ADAM28",768,"ZBTB16",0.76969696969697,FALSE,"(0.7,0.8]"
"MS","ADAM28",768,"ZBTB20",0.197101449275362,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"ZCCHC7",-0.454545454545455,FALSE,NA
"MS","ADAM28",768,"ZEB2",-0.901408450704226,FALSE,NA
"MS","ADAM28",768,"ZFAND3",-2.8,FALSE,NA
"MS","ADAM28",768,"ZFP36L2",2.20930232558139,FALSE,NA
"MS","ADAM28",768,"ZMYM2",0.338235294117647,FALSE,"(0.3,0.4]"
"MS","ADAM28",768,"ZNF148",0.028169014084507,FALSE,"[0,0.1]"
"MS","ADAM28",768,"ZNF292",0.105263157894737,FALSE,"(0.1,0.2]"
"MS","ADAM28",768,"ZNF407",-0.295081967213115,FALSE,NA
"MS","ADAM28",768,"ZNF644",0.222222222222222,FALSE,"(0.2,0.3]"
"MS","ADAM28",768,"ZNF804A",-0.373096446700508,FALSE,NA
"MS","ATG7",768,"AAK1",1.81818181818182,FALSE,NA
"MS","ATG7",768,"ABCA1",0.432551319648094,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"ACAP2",0.644444444444444,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"ACTB",0.121212121212121,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"ACYP2",0.43859649122807,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"ADGRB3",-0.683333333333334,FALSE,NA
"MS","ATG7",768,"AFF1",-0.162162162162162,FALSE,NA
"MS","ATG7",768,"AKAP13",-0.552380952380952,FALSE,NA
"MS","ATG7",768,"AKT3",-0.560810810810811,FALSE,NA
"MS","ATG7",768,"AL035446.2",2.3235294117647,FALSE,NA
"MS","ATG7",768,"ANK2",0.1,FALSE,"[0,0.1]"
"MS","ATG7",768,"ANKRD12",0.260416666666667,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"ANKRD17",3.49999999999999,FALSE,NA
"MS","ATG7",768,"APBA1",0.384615384615385,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"APOE",0.177583697234352,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"ARHGAP15",-0.102620087336245,FALSE,NA
"MS","ATG7",768,"ARHGAP18",0.160377358490566,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"ARHGAP21",-0.235955056179775,FALSE,NA
"MS","ATG7",768,"ARHGAP24",0.00858369098712446,FALSE,"[0,0.1]"
"MS","ATG7",768,"ARID1B",0.25,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"ARID4B",-0.166666666666667,FALSE,NA
"MS","ATG7",768,"ARIH1",-0.5,FALSE,NA
"MS","ATG7",768,"ARL15",0.128571428571429,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"ASAH1",0.202739726027397,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"ASAP1",10.1724137931034,FALSE,NA
"MS","ATG7",768,"ASTN2",1.01415094339623,FALSE,NA
"MS","ATG7",768,"ATF6",-0.946428571428572,FALSE,NA
"MS","ATG7",768,"ATF7IP",-0.120481927710843,FALSE,NA
"MS","ATG7",768,"ATM",-0.5,FALSE,NA
"MS","ATG7",768,"ATP1B3",-0.31638418079096,FALSE,NA
"MS","ATG7",768,"ATXN1",0.344827586206897,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"B2M",0.147865853658537,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"BASP1",-4.15384615384615,FALSE,NA
"MS","ATG7",768,"BAZ2B",-0.0628571428571428,FALSE,NA
"MS","ATG7",768,"BBS9",0.333333333333333,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"BBX",-0.0535714285714286,FALSE,NA
"MS","ATG7",768,"BCAS3",-0.133333333333333,FALSE,NA
"MS","ATG7",768,"BIRC6",0.272727272727273,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"BMP2K",1.92,FALSE,NA
"MS","ATG7",768,"BNC2",0.50561797752809,FALSE,"(0.5,0.6]"
"MS","ATG7",768,"BTBD9",4.50000000000001,FALSE,NA
"MS","ATG7",768,"C1QA",0.176470588235294,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"C1QB",0.114754098360656,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"C20orf194",0.77485380116959,FALSE,"(0.7,0.8]"
"MS","ATG7",768,"CADM1",0.189111747851003,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"CCDC91",0.0223880597014925,FALSE,"[0,0.1]"
"MS","ATG7",768,"CCND3",-0.301282051282051,FALSE,NA
"MS","ATG7",768,"CCNH",-0.355670103092783,FALSE,NA
"MS","ATG7",768,"CD163",0.220039292730845,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"CD74",-0.0714285714285714,FALSE,NA
"MS","ATG7",768,"CD86",-0.72,FALSE,NA
"MS","ATG7",768,"CDK14",0.463476070528967,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"CDK19",1,FALSE,"(0.9,1]"
"MS","ATG7",768,"CELF1",0.657142857142857,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"CEP170",0.333333333333333,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"CERT1",0.597402597402597,FALSE,"(0.5,0.6]"
"MS","ATG7",768,"CFLAR",0.210526315789474,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"CHD1",-0.69047619047619,FALSE,NA
"MS","ATG7",768,"CHSY3",8.66666666666669,FALSE,NA
"MS","ATG7",768,"CLASP1",0.228260869565217,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"CLASP2",0.0814814814814815,FALSE,"[0,0.1]"
"MS","ATG7",768,"CNOT2",-0.0937500000000001,FALSE,NA
"MS","ATG7",768,"COP1",0.117647058823529,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"CPEB4",0.67816091954023,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"CPM",0.418181818181818,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"CPQ",-0.257731958762886,FALSE,NA
"MS","ATG7",768,"CPVL",-0.142857142857143,FALSE,NA
"MS","ATG7",768,"CR1",0.275659824046921,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"CTNNB1",0.0101351351351351,FALSE,"[0,0.1]"
"MS","ATG7",768,"CTSD",0.385906040268456,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"CYTH1",0.741666666666666,FALSE,"(0.7,0.8]"
"MS","ATG7",768,"DDX17",-0.142857142857143,FALSE,NA
"MS","ATG7",768,"DDX5",-9.49999999999983,FALSE,NA
"MS","ATG7",768,"DENND1A",0.283783783783784,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"DENND4C",0.926020408163265,FALSE,"(0.9,1]"
"MS","ATG7",768,"DIRC3",0.465217391304348,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"DLEU2",-0.230769230769231,FALSE,NA
"MS","ATG7",768,"DLG1",0.666666666666667,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"DLG2",-0.0451127819548872,FALSE,NA
"MS","ATG7",768,"DMXL2",0.471559633027523,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"DOCK5",-0.38235294117647,FALSE,NA
"MS","ATG7",768,"DPYD",1.07547169811321,FALSE,NA
"MS","ATG7",768,"DST",0.239130434782609,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"DYRK1A",0.388888888888889,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"EDA",0.375,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"EEF1A1",0.0615615615615616,FALSE,"[0,0.1]"
"MS","ATG7",768,"ELF1",0.0540540540540541,FALSE,"[0,0.1]"
"MS","ATG7",768,"ELF2",-0.523809523809524,FALSE,NA
"MS","ATG7",768,"EPS15",0.221476510067114,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"EPSTI1",0.602564102564103,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"ERBIN",0.328358208955224,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"ERC1",0.424242424242424,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"EVI5",0.5,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"EXOC6B",1.0625,FALSE,NA
"MS","ATG7",768,"F13A1",0.296650717703349,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"FAM135A",-0.150537634408602,FALSE,NA
"MS","ATG7",768,"FAM135B",0.595588235294118,FALSE,"(0.5,0.6]"
"MS","ATG7",768,"FAM13A",-0.272,FALSE,NA
"MS","ATG7",768,"FAM49A",-0.717791411042945,FALSE,NA
"MS","ATG7",768,"FARP1",2.04310344827586,FALSE,NA
"MS","ATG7",768,"FBXL17",0.205882352941176,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"FBXO11",-0.142857142857143,FALSE,NA
"MS","ATG7",768,"FCHO2",0.191056910569106,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"FER",0.305343511450382,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"FHIT",1,FALSE,"(0.9,1]"
"MS","ATG7",768,"FMN1",0.801635991820041,FALSE,"(0.8,0.9]"
"MS","ATG7",768,"FNDC3A",-0.440944881889764,FALSE,NA
"MS","ATG7",768,"FNIP1",0.406896551724138,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"FNIP2",1.18075801749271,FALSE,NA
"MS","ATG7",768,"FOXO3",-0.00425531914893617,FALSE,NA
"MS","ATG7",768,"FOXP1",-0.0687830687830688,FALSE,NA
"MS","ATG7",768,"FRYL",0.0714285714285714,FALSE,"[0,0.1]"
"MS","ATG7",768,"FTH1",0.0723192019950125,FALSE,"[0,0.1]"
"MS","ATG7",768,"FTL",0.462864721485411,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"FTX",0.139473684210526,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"GAB1",0.051980198019802,FALSE,"[0,0.1]"
"MS","ATG7",768,"GALNTL6",0.424028268551237,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"GK",0.146788990825688,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"GLS",-0.132530120481928,FALSE,NA
"MS","ATG7",768,"GNA13",-0.764705882352945,FALSE,NA
"MS","ATG7",768,"GNB4",0.428571428571429,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"GOLGA4",2.5,FALSE,NA
"MS","ATG7",768,"GPD2",0.325757575757576,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"GPNMB",1.07583774250441,FALSE,NA
"MS","ATG7",768,"GPRIN3",-0.115942028985507,FALSE,NA
"MS","ATG7",768,"GRAMD1B",0.461538461538462,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"GRK3",0.0102040816326531,FALSE,"[0,0.1]"
"MS","ATG7",768,"GSAP",0.0451127819548872,FALSE,"[0,0.1]"
"MS","ATG7",768,"GSK3B",0.384615384615385,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"GTDC1",0.136363636363636,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"H2AFY",0.984848484848484,FALSE,"(0.9,1]"
"MS","ATG7",768,"HELZ",0.482142857142857,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"HERC1",0.289473684210526,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"HERC4",0.128571428571429,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"HIF1A",-2.02222222222222,FALSE,NA
"MS","ATG7",768,"HLA-DRA",-0.0162454873646209,FALSE,NA
"MS","ATG7",768,"HLA-DRB1",-0.0104602510460251,FALSE,NA
"MS","ATG7",768,"HNRNPA2B1",0.0805369127516779,FALSE,"[0,0.1]"
"MS","ATG7",768,"HSP90AA1",0.357142857142857,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"IFI44L",0.916864608076009,FALSE,"(0.9,1]"
"MS","ATG7",768,"IGF1R",0.456521739130435,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"IL10RA",-0.187096774193548,FALSE,NA
"MS","ATG7",768,"IMMP2L",-1,FALSE,NA
"MS","ATG7",768,"IQCJ-SCHIP1",0.962264150943396,FALSE,"(0.9,1]"
"MS","ATG7",768,"IQGAP2",0.296842105263158,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"IRS2",-0.572093023255814,FALSE,NA
"MS","ATG7",768,"ITGAX",0.627586206896552,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"ITM2B",-0.171875,FALSE,NA
"MS","ATG7",768,"ITSN2",0.1875,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"JAK1",0.0487804878048781,FALSE,"[0,0.1]"
"MS","ATG7",768,"JMJD1C",0.337349397590361,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"KAT6A",0.333333333333333,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"KCTD12",0.0190476190476191,FALSE,"[0,0.1]"
"MS","ATG7",768,"KDM6A",0.3,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"KIF16B",0.126865671641791,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"KLHL6",0.437908496732026,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"KMT2E",-0.0704225352112676,FALSE,NA
"MS","ATG7",768,"KYNU",-0.134948096885813,FALSE,NA
"MS","ATG7",768,"L3MBTL4",-0.317307692307692,FALSE,NA
"MS","ATG7",768,"LAPTM5",-0.606837606837607,FALSE,NA
"MS","ATG7",768,"LCORL",2,FALSE,NA
"MS","ATG7",768,"LINC00278",-0.0262626262626263,FALSE,NA
"MS","ATG7",768,"LINC01091",0.181818181818182,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"LPP",2.66129032258065,FALSE,NA
"MS","ATG7",768,"LRBA",-0.0975609756097561,FALSE,NA
"MS","ATG7",768,"LRCH1",7.23076923076923,FALSE,NA
"MS","ATG7",768,"LRRC4C",-0.264957264957265,FALSE,NA
"MS","ATG7",768,"LRRK2",-0.0976058931860037,FALSE,NA
"MS","ATG7",768,"LYST",0.805369127516778,FALSE,"(0.8,0.9]"
"MS","ATG7",768,"MAF",0.226190476190476,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"MAML2",1.26623376623377,FALSE,NA
"MS","ATG7",768,"MAN1A1",0.234338747099768,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"MAN2A1",-8.55555555555557,FALSE,NA
"MS","ATG7",768,"MANBA",-0.056497175141243,FALSE,NA
"MS","ATG7",768,"MAP3K2",0.226027397260274,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"MAP4K3",0.0987654320987654,FALSE,"[0,0.1]"
"MS","ATG7",768,"MAPKAP1",0.682170542635659,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"MARK3",4.6666666666667,FALSE,NA
"MS","ATG7",768,"MBNL1",-0.0652173913043479,FALSE,NA
"MS","ATG7",768,"MBNL2",-0.166666666666667,FALSE,NA
"MS","ATG7",768,"MERTK",0.68421052631579,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"MGAT5",2.21686746987952,FALSE,NA
"MS","ATG7",768,"MIR181A1HG",-0.833333333333333,FALSE,NA
"MS","ATG7",768,"MITF",0.913924050632911,FALSE,"(0.9,1]"
"MS","ATG7",768,"MKLN1",-0.619718309859155,FALSE,NA
"MS","ATG7",768,"MLLT10",0.736842105263158,FALSE,"(0.7,0.8]"
"MS","ATG7",768,"MS4A4A",0.239168110918544,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"MS4A6A",0.428571428571428,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"MSR1",0.0849802371541502,FALSE,"[0,0.1]"
"MS","ATG7",768,"MTSS1",8.38888888888888,FALSE,NA
"MS","ATG7",768,"MVB12B",-98.9999999999988,FALSE,NA
"MS","ATG7",768,"MYO1D",0.708695652173913,FALSE,"(0.7,0.8]"
"MS","ATG7",768,"MYO5A",0.486274509803922,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"N4BP2L2",0.176470588235294,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"NAALADL2",-0.036697247706422,FALSE,NA
"MS","ATG7",768,"NAMPT",-0.847222222222219,FALSE,NA
"MS","ATG7",768,"NBEA",-0.114285714285714,FALSE,NA
"MS","ATG7",768,"NCOA2",0.0540540540540541,FALSE,"[0,0.1]"
"MS","ATG7",768,"NCOA3",-0.296296296296297,FALSE,NA
"MS","ATG7",768,"NEAT1",1.74193548387096,FALSE,NA
"MS","ATG7",768,"NEDD4L",-2,FALSE,NA
"MS","ATG7",768,"NEK7",-0.07,FALSE,NA
"MS","ATG7",768,"NF1",0.222222222222222,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"NFAT5",0.377358490566038,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"NFIA",-0.274509803921569,FALSE,NA
"MS","ATG7",768,"NFKB1",0.125,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"NHSL1",0.231638418079096,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"NIPBL",0.073943661971831,FALSE,"[0,0.1]"
"MS","ATG7",768,"NLK",1.8,FALSE,NA
"MS","ATG7",768,"NPAS3",0.19533527696793,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"NPL",2.21259842519685,FALSE,NA
"MS","ATG7",768,"NR3C1",0.381909547738693,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"NR3C2",0.162790697674419,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"NSMCE2",1.17391304347826,FALSE,NA
"MS","ATG7",768,"OSBPL1A",0.142857142857143,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"OSBPL3",0.03125,FALSE,"[0,0.1]"
"MS","ATG7",768,"OSBPL8",0.213793103448276,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"PABPC1",0.0493827160493827,FALSE,"[0,0.1]"
"MS","ATG7",768,"PAN3",-0.0404040404040404,FALSE,NA
"MS","ATG7",768,"PARP14",0.602040816326531,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"PARP8",-0.0217391304347826,FALSE,NA
"MS","ATG7",768,"PBX3",0.11913357400722,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"PCDH9",0.148936170212766,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"PCM1",0.0147058823529412,FALSE,"[0,0.1]"
"MS","ATG7",768,"PDE3B",0.0657276995305164,FALSE,"[0,0.1]"
"MS","ATG7",768,"PDE4B",0.478955007256894,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"PDE4D",0.236363636363636,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"PDE8A",0.179012345679012,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"PDGFC",0.298611111111111,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"PDS5B",-0.385714285714286,FALSE,NA
"MS","ATG7",768,"PEAK1",0.243767313019391,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"PECAM1",0.398058252427185,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"PELI1",-0.223107569721116,FALSE,NA
"MS","ATG7",768,"PELI2",-0.282758620689655,FALSE,NA
"MS","ATG7",768,"PHC3",0.125,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"PHF21A",-1.25,FALSE,NA
"MS","ATG7",768,"PHIP",0.0588235294117647,FALSE,"[0,0.1]"
"MS","ATG7",768,"PIK3R5",3.20833333333334,FALSE,NA
"MS","ATG7",768,"PLCL1",0.121621621621622,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"PLSCR1",-0.0747663551401868,FALSE,NA
"MS","ATG7",768,"PNISR",-0.176470588235294,FALSE,NA
"MS","ATG7",768,"POU2F1",0.0851063829787234,FALSE,"[0,0.1]"
"MS","ATG7",768,"PPM1L",0.388888888888889,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"PPP2R5C",-0.352272727272727,FALSE,NA
"MS","ATG7",768,"PPP3CA",-0.0303030303030303,FALSE,NA
"MS","ATG7",768,"PPP6R3",0.516129032258065,FALSE,"(0.5,0.6]"
"MS","ATG7",768,"PRKAG2",-8.99999999999998,FALSE,NA
"MS","ATG7",768,"PRKCE",0.494444444444445,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"PRKCH",-2.28571428571429,FALSE,NA
"MS","ATG7",768,"PRKN",-0.495049504950495,FALSE,NA
"MS","ATG7",768,"PSAP",0.319569120287253,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"PTBP3",0.106145251396648,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"PTEN",-0.5,FALSE,NA
"MS","ATG7",768,"PTPRC",-6.83333333333333,FALSE,NA
"MS","ATG7",768,"PTPRG",1.5,FALSE,NA
"MS","ATG7",768,"PTPRM",1.5125,FALSE,NA
"MS","ATG7",768,"PUM2",-0.103448275862069,FALSE,NA
"MS","ATG7",768,"RAB1A",0.340425531914894,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"RABGAP1L",0.333333333333333,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"RAD51B",0.635135135135135,FALSE,"(0.6,0.7]"
"MS","ATG7",768,"RASA1",0.145833333333333,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"RASSF3",0.390243902439024,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"RBMS1",0.736434108527132,FALSE,"(0.7,0.8]"
"MS","ATG7",768,"RBPJ",0.512820512820513,FALSE,"(0.5,0.6]"
"MS","ATG7",768,"REV3L",-0.343434343434343,FALSE,NA
"MS","ATG7",768,"RFX3",-0.916666666666666,FALSE,NA
"MS","ATG7",768,"RGL1",0.744086021505376,FALSE,"(0.7,0.8]"
"MS","ATG7",768,"RGS1",-2.71929824561404,FALSE,NA
"MS","ATG7",768,"RICTOR",0.0861244019138756,FALSE,"[0,0.1]"
"MS","ATG7",768,"RNF13",0.298145506419401,FALSE,"(0.2,0.3]"
"MS","ATG7",768,"RNF130",0.37037037037037,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"RNF144B",-0.0921052631578947,FALSE,NA
"MS","ATG7",768,"RNF213",0.530386740331492,FALSE,"(0.5,0.6]"
"MS","ATG7",768,"ROCK1",0.365853658536585,FALSE,"(0.3,0.4]"
"MS","ATG7",768,"RREB1",-0.0526315789473684,FALSE,NA
"MS","ATG7",768,"RTN4",2.17857142857143,FALSE,NA
"MS","ATG7",768,"SAMD4A",1.58333333333333,FALSE,NA
"MS","ATG7",768,"SAT1",0.0869565217391304,FALSE,"[0,0.1]"
"MS","ATG7",768,"SBF2",0.109090909090909,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"SCAF11",0.5,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"SCAPER",0.5,FALSE,"(0.4,0.5]"
"MS","ATG7",768,"SDCBP",0.196769456681351,FALSE,"(0.1,0.2]"
"MS","ATG7",768,"SDCCAG8",1.23076923076923,FALSE,NA
"MS","ATG7",768,"SEC14L1",-0.766233766233766,FALSE,NA
"MS","ATG7",768,"SENP6",0.0923076923076923,FALSE,"[0,0.1]"
"MS","ATG7",768,"SERPINE1",0.333333333333333,FALSE,"(0.3,0.4]"
