"network","knockout","outdegree","target","share","significant","bin"
"Control","CPEB3",75,"ARHGAP21",-0.000128386185646424,TRUE,NA
"Control","CPEB3",75,"BBS9",-0.000318572793883402,TRUE,NA
"Control","CPEB3",75,"CADM1",-0.000236630383341221,TRUE,NA
"Control","CPEB3",75,"CCDC88A",-0.000142714428428714,TRUE,NA
"Control","CPEB3",75,"CDK19",-0.000163238654913484,TRUE,NA
"Control","CPEB3",75,"CLASP2",-0.000117508813160987,TRUE,NA
"Control","CPEB3",75,"DDX17",-0.000186497575531518,TRUE,NA
"Control","CPEB3",75,"DLG1",-0.000121388686574411,TRUE,NA
"Control","CPEB3",75,"DOCK10",-0.00014553922282055,TRUE,NA
"Control","CPEB3",75,"DOCK5",-0.000110180696342001,TRUE,NA
"Control","CPEB3",75,"DST",-0.000106986198780357,TRUE,NA
"Control","CPEB3",75,"ERBIN",-0.000112007168458781,TRUE,NA
"Control","CPEB3",75,"FAM49A",0.000859106529209622,TRUE,"[0,0.1]"
"Control","CPEB3",75,"FRYL",-0.000147885241052943,TRUE,NA
"Control","CPEB3",75,"GAB1",-0.000125596583772921,TRUE,NA
"Control","CPEB3",75,"HDAC9",-0.000319897632757518,TRUE,NA
"Control","CPEB3",75,"MAF",-0.000511247443762781,TRUE,NA
"Control","CPEB3",75,"MAN2A1",-0.00012402331638348,TRUE,NA
"Control","CPEB3",75,"MBNL2",-0.000114064104026463,TRUE,NA
"Control","CPEB3",75,"MBP",-0.000112688753662384,TRUE,NA
"Control","CPEB3",75,"MIR181A1HG",0.00224215246636771,TRUE,"[0,0.1]"
"Control","CPEB3",75,"MTSS1",-0.000177904287493329,TRUE,NA
"Control","CPEB3",75,"MYO5A",-0.000137646249139711,TRUE,NA
"Control","CPEB3",75,"N4BP2L2",-0.000127502231289048,TRUE,NA
"Control","CPEB3",75,"NFIA",-0.000158478605388273,TRUE,NA
"Control","CPEB3",75,"NLK",-0.000154942671211652,TRUE,NA
"Control","CPEB3",75,"OSBPL1A",-0.000602046959662854,TRUE,NA
"Control","CPEB3",75,"PIP4K2A",-0.000124131082423039,TRUE,NA
"Control","CPEB3",75,"RGL1",-0.000132345156167284,TRUE,NA
"Control","CPEB3",75,"SHTN1",-0.000122639195486878,TRUE,NA
"Control","CPEB3",75,"SIK3",-0.000117716303708064,TRUE,NA
"Control","CPEB3",75,"SPTLC2",-0.000580046403712297,TRUE,NA
"Control","CPEB3",75,"UTY",-0.000508646998982706,TRUE,NA
"Control","CPEB3",75,"ZBTB20",-0.000112637981527371,TRUE,NA
"Control","CPEB3",75,"ZEB2",-0.00012313754463736,TRUE,NA
"Control","CPEB3",75,"ZNF638",-0.000130005200208008,TRUE,NA
"Control","CPEB3",75,"ZSWIM6",0.00210526315789474,TRUE,"[0,0.1]"
"Control","CD33",146,"ANKRD12",-0.000143595634692705,TRUE,NA
"Control","CD33",146,"APOE",0.00383141762452107,TRUE,"[0,0.1]"
"Control","CD33",146,"BAZ2B",-0.000207296849087894,TRUE,NA
"Control","CD33",146,"CADM1",-0.000236630383341221,TRUE,NA
"Control","CD33",146,"CCDC88A",-0.000142714428428714,TRUE,NA
"Control","CD33",146,"CDK19",-0.000163238654913484,TRUE,NA
"Control","CD33",146,"CELF2",0.000449640287769784,TRUE,"[0,0.1]"
"Control","CD33",146,"CLASP2",-0.000117508813160987,TRUE,NA
"Control","CD33",146,"DDX17",-0.000186497575531518,TRUE,NA
"Control","CD33",146,"DIP2B",-0.000354233085370174,TRUE,NA
"Control","CD33",146,"DLG1",-0.000121388686574411,TRUE,NA
"Control","CD33",146,"DLG2",-0.000298596595998806,TRUE,NA
"Control","CD33",146,"DOCK10",-0.00014553922282055,TRUE,NA
"Control","CD33",146,"DOCK5",-0.000110180696342001,TRUE,NA
"Control","CD33",146,"DST",-0.000106986198780357,TRUE,NA
"Control","CD33",146,"ELMO1",0.00044404973357016,TRUE,"[0,0.1]"
"Control","CD33",146,"ERBIN",-0.000112007168458781,TRUE,NA
"Control","CD33",146,"FAM13A",0.000296296296296296,TRUE,"[0,0.1]"
"Control","CD33",146,"FAM49A",0.00171821305841924,TRUE,"[0,0.1]"
"Control","CD33",146,"FOXP1",0.000507872016251905,TRUE,"[0,0.1]"
"Control","CD33",146,"FRYL",-0.000147885241052943,TRUE,NA
"Control","CD33",146,"FTH1",0.000513874614594039,TRUE,"[0,0.1]"
"Control","CD33",146,"GAB1",-0.000125596583772921,TRUE,NA
"Control","CD33",146,"GLDN",-0.000716332378223496,TRUE,NA
"Control","CD33",146,"HDAC9",-0.000319897632757518,TRUE,NA
"Control","CD33",146,"HS3ST4",-0.000471475719000471,TRUE,NA
"Control","CD33",146,"KCNMA1",0.00235849056603774,TRUE,"[0,0.1]"
"Control","CD33",146,"MAF",-0.000511247443762781,TRUE,NA
"Control","CD33",146,"MAN2A1",-0.00012402331638348,TRUE,NA
"Control","CD33",146,"MANBA",0.0624999999999998,TRUE,"[0,0.1]"
"Control","CD33",146,"MAP3K5",-0.00115340253748558,TRUE,NA
"Control","CD33",146,"MAP4K4",-0.000963391136801541,TRUE,NA
"Control","CD33",146,"MARCH1",-0.000327868852459016,TRUE,NA
"Control","CD33",146,"MBP",-0.000112688753662384,TRUE,NA
"Control","CD33",146,"MIR181A1HG",0.00224215246636771,TRUE,"[0,0.1]"
"Control","CD33",146,"MIR99AHG",0.000224014336917563,TRUE,"[0,0.1]"
"Control","CD33",146,"MSI2",0.00102145045965271,TRUE,"[0,0.1]"
"Control","CD33",146,"MSR1",0.000325309043591412,TRUE,"[0,0.1]"
"Control","CD33",146,"MTSS1",-0.000177904287493329,TRUE,NA
"Control","CD33",146,"MYO5A",-0.000137646249139711,TRUE,NA
"Control","CD33",146,"N4BP2L2",-0.000127502231289048,TRUE,NA
"Control","CD33",146,"NCOA3",-0.000558347292015634,TRUE,NA
"Control","CD33",146,"NLK",-0.000154942671211652,TRUE,NA
"Control","CD33",146,"OSBPL1A",-0.000602046959662854,TRUE,NA
"Control","CD33",146,"PDE3B",0.000437636761487965,TRUE,"[0,0.1]"
"Control","CD33",146,"PDE4B",-0.000481000481000481,TRUE,NA
"Control","CD33",146,"PDE8A",0.000209995800083998,TRUE,"[0,0.1]"
"Control","CD33",146,"PIP4K2A",-0.000124131082423039,TRUE,NA
"Control","CD33",146,"PRKAG2",0.000839630562552477,TRUE,"[0,0.1]"
"Control","CD33",146,"QKI",0.000604960677555959,TRUE,"[0,0.1]"
"Control","CD33",146,"RBMS1",-0.000264900662251656,TRUE,NA
"Control","CD33",146,"RGL1",-0.000132345156167284,TRUE,NA
"Control","CD33",146,"RNF144B",0.000456204379562044,TRUE,"[0,0.1]"
"Control","CD33",146,"RTN4",-0.000435540069686411,TRUE,NA
"Control","CD33",146,"SEC14L1",0.000413052457662123,TRUE,"[0,0.1]"
"Control","CD33",146,"SGK1",0.000152788388082506,TRUE,"[0,0.1]"
"Control","CD33",146,"SHTN1",-0.000122639195486878,TRUE,NA
"Control","CD33",146,"SIK3",-0.000117716303708064,TRUE,NA
"Control","CD33",146,"SLC22A23",0.000266453503863576,TRUE,"[0,0.1]"
"Control","CD33",146,"SLC44A1",-0.000274197970935015,TRUE,NA
"Control","CD33",146,"SORT1",-0.000181061017562919,TRUE,NA
"Control","CD33",146,"SPTLC2",-0.000580046403712297,TRUE,NA
"Control","CD33",146,"ST18",-0.00026048450117218,TRUE,NA
"Control","CD33",146,"TGFBR2",-0.000969932104752667,TRUE,NA
"Control","CD33",146,"TMTC2",-0.000237699072973615,TRUE,NA
"Control","CD33",146,"UBXN2B",0.00343642611683849,TRUE,"[0,0.1]"
"Control","CD33",146,"ZBTB20",-0.000112637981527371,TRUE,NA
"Control","CD33",146,"ZEB2",-0.00012313754463736,TRUE,NA
"Control","CD33",146,"ZFPM2-AS1",-0.000659630606860158,TRUE,NA
"Control","CD33",146,"ZNF638",-0.000130005200208008,TRUE,NA
"Control","KDM6A",194,"AC007262.2",0.000483792936623125,TRUE,"[0,0.1]"
"Control","KDM6A",194,"AKT3",-0.00192307692307692,TRUE,NA
"Control","KDM6A",194,"AL163541.1",0.0006765899864682,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ALCAM",0.000201572263656521,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ANKRD12",0.000143595634692705,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ANKRD17",0.000588235294117647,TRUE,"[0,0.1]"
"Control","KDM6A",194,"APOE",-0.00383141762452107,TRUE,NA
"Control","KDM6A",194,"ARHGAP21",0.000128386185646424,TRUE,"[0,0.1]"
"Control","KDM6A",194,"BAZ2B",0.000207296849087894,TRUE,"[0,0.1]"
"Control","KDM6A",194,"BBS9",0.000318572793883402,TRUE,"[0,0.1]"
"Control","KDM6A",194,"BCAS3",0.000248262164846078,TRUE,"[0,0.1]"
"Control","KDM6A",194,"BPTF",0.000500250125062531,TRUE,"[0,0.1]"
"Control","KDM6A",194,"CADM1",0.000236630383341221,TRUE,"[0,0.1]"
"Control","KDM6A",194,"CCDC88A",0.000285428856857428,TRUE,"[0,0.1]"
"Control","KDM6A",194,"CD163",0.0001998001998002,TRUE,"[0,0.1]"
"Control","KDM6A",194,"CDK19",0.000163238654913484,TRUE,"[0,0.1]"
"Control","KDM6A",194,"CELF2",-0.000449640287769784,TRUE,NA
"Control","KDM6A",194,"CLASP2",0.000235017626321974,TRUE,"[0,0.1]"
"Control","KDM6A",194,"CPED1",0.00074019245003701,TRUE,"[0,0.1]"
"Control","KDM6A",194,"CR1",0.000417536534446764,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DDX17",0.000186497575531518,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DIP2B",0.000354233085370174,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DLEU2",0.000234852043212776,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DLG1",0.000242777373148823,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DLG2",0.000298596595998806,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DOCK10",0.0002910784456411,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DOCK5",0.000220361392684002,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DST",0.000213972397560715,TRUE,"[0,0.1]"
"Control","KDM6A",194,"DTNA",0.000359324469996407,TRUE,"[0,0.1]"
"Control","KDM6A",194,"EIF4G3",0.000289771080846132,TRUE,"[0,0.1]"
"Control","KDM6A",194,"EPS15",0.000164853280580284,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ERBIN",0.000224014336917563,TRUE,"[0,0.1]"
"Control","KDM6A",194,"EVI5",0.000909090909090909,TRUE,"[0,0.1]"
"Control","KDM6A",194,"EXOC6B",0.000300120048019208,TRUE,"[0,0.1]"
"Control","KDM6A",194,"F13A1",0.000260078023407022,TRUE,"[0,0.1]"
"Control","KDM6A",194,"FAM13A",-0.000296296296296296,TRUE,NA
"Control","KDM6A",194,"FAM149A",-0.00157728706624606,TRUE,NA
"Control","KDM6A",194,"FAM49A",-0.00171821305841924,TRUE,NA
"Control","KDM6A",194,"FKBP5",0.000136798905608755,TRUE,"[0,0.1]"
"Control","KDM6A",194,"FOXP1",-0.000507872016251905,TRUE,NA
"Control","KDM6A",194,"FRMD4B",0.000136165577342048,TRUE,"[0,0.1]"
"Control","KDM6A",194,"FRYL",0.000295770482105886,TRUE,"[0,0.1]"
"Control","KDM6A",194,"FTH1",-0.000513874614594039,TRUE,NA
"Control","KDM6A",194,"GAB1",0.000125596583772921,TRUE,"[0,0.1]"
"Control","KDM6A",194,"GLDN",0.000716332378223496,TRUE,"[0,0.1]"
"Control","KDM6A",194,"GPHN",0.000177022481855196,TRUE,"[0,0.1]"
"Control","KDM6A",194,"GRID2",0.00373134328358209,TRUE,"[0,0.1]"
"Control","KDM6A",194,"GTDC1",0.000188893086513034,TRUE,"[0,0.1]"
"Control","KDM6A",194,"HDAC9",0.000319897632757518,TRUE,"[0,0.1]"
"Control","KDM6A",194,"HS3ST4",0.000471475719000471,TRUE,"[0,0.1]"
"Control","KDM6A",194,"IFNGR1",0.00205338809034908,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ITPR2",0.00258397932816537,TRUE,"[0,0.1]"
"Control","KDM6A",194,"KCNK13",0.00129533678756477,TRUE,"[0,0.1]"
"Control","KDM6A",194,"KCNMA1",-0.00235849056603774,TRUE,NA
"Control","KDM6A",194,"MACF1",0.000203128173877717,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MAF",0.000511247443762781,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MAN2A1",0.00024804663276696,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MANBA",-0.0624999999999998,TRUE,NA
"Control","KDM6A",194,"MAP3K5",0.00115340253748558,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MAP4K4",0.000963391136801541,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MARCH1",0.000655737704918033,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MBNL2",0.000114064104026463,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MBP",0.000225377507324769,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MIR181A1HG",-0.00224215246636771,TRUE,NA
"Control","KDM6A",194,"MSI2",-0.00102145045965271,TRUE,NA
"Control","KDM6A",194,"MTSS1",0.000177904287493329,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MYO1D",0.000320102432778489,TRUE,"[0,0.1]"
"Control","KDM6A",194,"MYO5A",0.000275292498279422,TRUE,"[0,0.1]"
"Control","KDM6A",194,"N4BP2L2",0.000255004462578095,TRUE,"[0,0.1]"
"Control","KDM6A",194,"NCOA3",0.000558347292015634,TRUE,"[0,0.1]"
"Control","KDM6A",194,"NFIA",0.000158478605388273,TRUE,"[0,0.1]"
"Control","KDM6A",194,"NLK",0.000154942671211652,TRUE,"[0,0.1]"
"Control","KDM6A",194,"NPAS3",0.000295072292711714,TRUE,"[0,0.1]"
"Control","KDM6A",194,"OSBPL1A",0.000602046959662854,TRUE,"[0,0.1]"
"Control","KDM6A",194,"PDE4B",0.000481000481000481,TRUE,"[0,0.1]"
"Control","KDM6A",194,"PDE8A",-0.000209995800083998,TRUE,NA
"Control","KDM6A",194,"PICALM",0.000536193029490617,TRUE,"[0,0.1]"
"Control","KDM6A",194,"PIP4K2A",0.000248262164846078,TRUE,"[0,0.1]"
"Control","KDM6A",194,"PRKAG2",-0.000839630562552477,TRUE,NA
"Control","KDM6A",194,"PTK2",0.000164311534669734,TRUE,"[0,0.1]"
"Control","KDM6A",194,"QKI",-0.000604960677555959,TRUE,NA
"Control","KDM6A",194,"RAB10",0.0006426735218509,TRUE,"[0,0.1]"
"Control","KDM6A",194,"RAPGEF6",0.000274197970935015,TRUE,"[0,0.1]"
"Control","KDM6A",194,"RBMS1",0.000264900662251656,TRUE,"[0,0.1]"
"Control","KDM6A",194,"RGL1",0.000264690312334569,TRUE,"[0,0.1]"
"Control","KDM6A",194,"RNF144B",-0.000456204379562044,TRUE,NA
"Control","KDM6A",194,"RTN4",0.000435540069686411,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SEC14L1",-0.000413052457662123,TRUE,NA
"Control","KDM6A",194,"SGK3",0.000224064530584808,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SGMS1",0.000297885016383676,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SHTN1",0.000245278390973755,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SIK3",0.000235432607416127,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SLC44A1",0.000274197970935015,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SLC9A9",0.000193798449612403,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SORT1",0.000181061017562919,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SPTLC2",0.000580046403712297,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SRGAP1",0.000339789330615019,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ST18",0.00026048450117218,TRUE,"[0,0.1]"
"Control","KDM6A",194,"STARD13",0.00019669551534225,TRUE,"[0,0.1]"
"Control","KDM6A",194,"SYK",0.000536768652710682,TRUE,"[0,0.1]"
"Control","KDM6A",194,"TBC1D5",0.000396510705789056,TRUE,"[0,0.1]"
"Control","KDM6A",194,"TGFBR2",0.000969932104752667,TRUE,"[0,0.1]"
"Control","KDM6A",194,"TMTC2",0.000237699072973615,TRUE,"[0,0.1]"
"Control","KDM6A",194,"UBXN2B",-0.00343642611683849,TRUE,NA
"Control","KDM6A",194,"UTY",0.000508646998982706,TRUE,"[0,0.1]"
"Control","KDM6A",194,"WNK1",0.00069060773480663,TRUE,"[0,0.1]"
"Control","KDM6A",194,"WSB1",0.000213766566908935,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ZBTB20",0.000112637981527371,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ZEB2",0.00012313754463736,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ZFPM2-AS1",0.000659630606860158,TRUE,"[0,0.1]"
"Control","KDM6A",194,"ZNF638",0.000130005200208008,TRUE,"[0,0.1]"
"Control","BTK",197,"AC007262.2",-0.000483792936623125,TRUE,NA
"Control","BTK",197,"ACYP2",-0.000337268128161889,TRUE,NA
"Control","BTK",197,"AL163541.1",-0.0006765899864682,TRUE,NA
"Control","BTK",197,"ALCAM",-0.000201572263656521,TRUE,NA
"Control","BTK",197,"ANKRD12",-0.000287191269385411,TRUE,NA
"Control","BTK",197,"ANKRD17",-0.000588235294117647,TRUE,NA
"Control","BTK",197,"APOE",0.00383141762452107,TRUE,"[0,0.1]"
"Control","BTK",197,"ARHGAP21",-0.000128386185646424,TRUE,NA
"Control","BTK",197,"BAZ2B",-0.000207296849087894,TRUE,NA
"Control","BTK",197,"BBS9",-0.000318572793883402,TRUE,NA
"Control","BTK",197,"BCAS3",-0.000248262164846078,TRUE,NA
"Control","BTK",197,"BPTF",-0.000500250125062531,TRUE,NA
"Control","BTK",197,"CADM1",-0.000236630383341221,TRUE,NA
"Control","BTK",197,"CCDC88A",-0.000285428856857428,TRUE,NA
"Control","BTK",197,"CCNH",-0.000242600679281902,TRUE,NA
"Control","BTK",197,"CD163",-0.0001998001998002,TRUE,NA
"Control","BTK",197,"CDK19",-0.000163238654913484,TRUE,NA
"Control","BTK",197,"CELF2",0.000449640287769784,TRUE,"[0,0.1]"
"Control","BTK",197,"CHST15",-0.000473484848484848,TRUE,NA
"Control","BTK",197,"CHSY3",-0.000819672131147541,TRUE,NA
"Control","BTK",197,"CLASP2",-0.000235017626321974,TRUE,NA
"Control","BTK",197,"CPED1",-0.00074019245003701,TRUE,NA
"Control","BTK",197,"CR1",-0.000417536534446764,TRUE,NA
"Control","BTK",197,"CSGALNACT1",-0.00020259319286872,TRUE,NA
"Control","BTK",197,"DDX17",-0.000186497575531518,TRUE,NA
"Control","BTK",197,"DDX5",-0.000322372662798195,TRUE,NA
"Control","BTK",197,"DIP2B",-0.000354233085370174,TRUE,NA
"Control","BTK",197,"DIRC3",-0.000278473962684489,TRUE,NA
"Control","BTK",197,"DLEU2",-0.000234852043212776,TRUE,NA
"Control","BTK",197,"DLG1",-0.000242777373148823,TRUE,NA
"Control","BTK",197,"DLG2",-0.000298596595998806,TRUE,NA
"Control","BTK",197,"DOCK10",-0.0002910784456411,TRUE,NA
"Control","BTK",197,"DOCK5",-0.000220361392684002,TRUE,NA
"Control","BTK",197,"DPYD",-0.000124409056979348,TRUE,NA
"Control","BTK",197,"DST",-0.000320958596341072,TRUE,NA
"Control","BTK",197,"DTNA",-0.000359324469996407,TRUE,NA
"Control","BTK",197,"EIF4G3",-0.000289771080846132,TRUE,NA
"Control","BTK",197,"EPS15",-0.000164853280580284,TRUE,NA
"Control","BTK",197,"ERBIN",-0.000224014336917563,TRUE,NA
"Control","BTK",197,"EXOC6B",-0.000300120048019208,TRUE,NA
"Control","BTK",197,"F13A1",-0.000260078023407022,TRUE,NA
"Control","BTK",197,"FAM49A",0.000859106529209622,TRUE,"[0,0.1]"
"Control","BTK",197,"FKBP5",-0.000136798905608755,TRUE,NA
"Control","BTK",197,"FMN1",-0.000258197779499096,TRUE,NA
"Control","BTK",197,"FMNL2",-0.000368595650571323,TRUE,NA
"Control","BTK",197,"FRMD4B",-0.000136165577342048,TRUE,NA
"Control","BTK",197,"FRYL",-0.000295770482105886,TRUE,NA
"Control","BTK",197,"FTX",-0.000216122757726389,TRUE,NA
"Control","BTK",197,"GAB1",-0.000251193167545843,TRUE,NA
"Control","BTK",197,"GLDN",-0.000716332378223496,TRUE,NA
"Control","BTK",197,"GPHN",-0.000177022481855196,TRUE,NA
"Control","BTK",197,"GTDC1",-0.000188893086513034,TRUE,NA
"Control","BTK",197,"HDAC9",-0.000319897632757518,TRUE,NA
"Control","BTK",197,"HNRNPU",-0.0004151100041511,TRUE,NA
"Control","BTK",197,"HS3ST4",-0.000471475719000471,TRUE,NA
"Control","BTK",197,"MACF1",-0.000203128173877717,TRUE,NA
"Control","BTK",197,"MAF",-0.000511247443762781,TRUE,NA
"Control","BTK",197,"MALAT1",-0.000539956803455724,TRUE,NA
"Control","BTK",197,"MAN2A1",-0.00024804663276696,TRUE,NA
"Control","BTK",197,"MAP4K4",-0.000963391136801541,TRUE,NA
"Control","BTK",197,"MARCH1",-0.000655737704918033,TRUE,NA
"Control","BTK",197,"MBNL2",-0.000228128208052926,TRUE,NA
"Control","BTK",197,"MBP",-0.000225377507324769,TRUE,NA
"Control","BTK",197,"MS4A4A",-0.000313381385145722,TRUE,NA
"Control","BTK",197,"MS4A6A",-0.000327868852459016,TRUE,NA
"Control","BTK",197,"MTSS1",-0.000177904287493329,TRUE,NA
"Control","BTK",197,"MVB12B",-0.000198098256735341,TRUE,NA
"Control","BTK",197,"MYO1D",-0.000320102432778489,TRUE,NA
"Control","BTK",197,"MYO5A",-0.000275292498279422,TRUE,NA
"Control","BTK",197,"N4BP2L2",-0.000255004462578095,TRUE,NA
"Control","BTK",197,"NCKAP5",-0.000235682300259251,TRUE,NA
"Control","BTK",197,"NCOA3",-0.000558347292015634,TRUE,NA
"Control","BTK",197,"NFIA",-0.000158478605388273,TRUE,NA
"Control","BTK",197,"NLK",-0.000309885342423303,TRUE,NA
"Control","BTK",197,"NPAS3",-0.000295072292711714,TRUE,NA
"Control","BTK",197,"OSBPL1A",-0.000602046959662854,TRUE,NA
"Control","BTK",197,"PCM1",-0.000263019463440295,TRUE,NA
"Control","BTK",197,"PDE4B",-0.000481000481000481,TRUE,NA
"Control","BTK",197,"PDGFC",-0.000402090872537193,TRUE,NA
"Control","BTK",197,"PEAK1",-0.000230627306273063,TRUE,NA
"Control","BTK",197,"PICALM",-0.000536193029490617,TRUE,NA
"Control","BTK",197,"PIP4K2A",-0.000248262164846078,TRUE,NA
"Control","BTK",197,"PLCL1",-0.000284090909090909,TRUE,NA
"Control","BTK",197,"PRKAG2",0.000839630562552477,TRUE,"[0,0.1]"
"Control","BTK",197,"PTK2",-0.000164311534669734,TRUE,NA
"Control","BTK",197,"RAB10",-0.0006426735218509,TRUE,NA
"Control","BTK",197,"RAPGEF6",-0.000274197970935015,TRUE,NA
"Control","BTK",197,"RBMS1",-0.000264900662251656,TRUE,NA
"Control","BTK",197,"REV3L",-0.000202101859337106,TRUE,NA
"Control","BTK",197,"RGL1",-0.000264690312334569,TRUE,NA
"Control","BTK",197,"RICTOR",-0.000248077400148846,TRUE,NA
"Control","BTK",197,"RTN4",-0.000435540069686411,TRUE,NA
"Control","BTK",197,"SAMD12",-0.000308451573103023,TRUE,NA
"Control","BTK",197,"SGK1",-0.000152788388082506,TRUE,NA
"Control","BTK",197,"SGK3",-0.000224064530584808,TRUE,NA
"Control","BTK",197,"SGMS1",-0.000297885016383676,TRUE,NA
"Control","BTK",197,"SHTN1",-0.000245278390973755,TRUE,NA
"Control","BTK",197,"SIK3",-0.000235432607416127,TRUE,NA
"Control","BTK",197,"SLC44A1",-0.000274197970935015,TRUE,NA
"Control","BTK",197,"SLC9A9",-0.000193798449612403,TRUE,NA
"Control","BTK",197,"SORT1",-0.000181061017562919,TRUE,NA
"Control","BTK",197,"SPTLC2",-0.000580046403712297,TRUE,NA
"Control","BTK",197,"SRGAP1",-0.000339789330615019,TRUE,NA
"Control","BTK",197,"ST18",-0.00026048450117218,TRUE,NA
"Control","BTK",197,"STARD13",-0.00019669551534225,TRUE,NA
"Control","BTK",197,"SYK",-0.000536768652710682,TRUE,NA
"Control","BTK",197,"TBC1D5",-0.000396510705789056,TRUE,NA
"Control","BTK",197,"TGFBR2",-0.000969932104752667,TRUE,NA
"Control","BTK",197,"TMTC2",-0.000237699072973615,TRUE,NA
"Control","BTK",197,"TTC3",-0.000232937339855579,TRUE,NA
"Control","BTK",197,"WNK1",-0.00069060773480663,TRUE,NA
"Control","BTK",197,"WSB1",-0.000213766566908935,TRUE,NA
"Control","BTK",197,"ZBTB20",-0.000225275963054742,TRUE,NA
"Control","BTK",197,"ZEB2",-0.00024627508927472,TRUE,NA
"Control","BTK",197,"ZFPM2-AS1",-0.000659630606860158,TRUE,NA
"Control","BTK",197,"ZNF638",-0.000260010400416017,TRUE,NA
"Control","YKT6",216,"ABCA1",0.000421940928270042,FALSE,"[0,0.1]"
"Control","YKT6",216,"AKAP13",0.0004516711833785,FALSE,"[0,0.1]"
"Control","YKT6",216,"AKT3",0.00192307692307692,FALSE,"[0,0.1]"
"Control","YKT6",216,"AL163541.1",-0.0006765899864682,FALSE,NA
"Control","YKT6",216,"ALCAM",0.000201572263656521,FALSE,"[0,0.1]"
"Control","YKT6",216,"APOE",0.00383141762452107,FALSE,"[0,0.1]"
"Control","YKT6",216,"ARHGAP15",0.000458715596330275,FALSE,"[0,0.1]"
"Control","YKT6",216,"ARHGAP18",0.000389256520046711,FALSE,"[0,0.1]"
"Control","YKT6",216,"ARHGAP21",0.000128386185646424,FALSE,"[0,0.1]"
"Control","YKT6",216,"ARHGAP6",0.000547945205479452,FALSE,"[0,0.1]"
"Control","YKT6",216,"ATG7",0.000376222723852521,FALSE,"[0,0.1]"
"Control","YKT6",216,"BBX",0.000523012552301255,FALSE,"[0,0.1]"
"Control","YKT6",216,"CCND3",0.000380083618396047,FALSE,"[0,0.1]"
"Control","YKT6",216,"CCNH",0.000242600679281902,FALSE,"[0,0.1]"
"Control","YKT6",216,"CD163",0.0001998001998002,FALSE,"[0,0.1]"
"Control","YKT6",216,"CD86",0.00037593984962406,FALSE,"[0,0.1]"
"Control","YKT6",216,"CELF2",0.000899280575539568,FALSE,"[0,0.1]"
"Control","YKT6",216,"CSGALNACT1",0.00020259319286872,FALSE,"[0,0.1]"
"Control","YKT6",216,"DIRC3",0.000278473962684489,FALSE,"[0,0.1]"
"Control","YKT6",216,"DOCK5",0.000110180696342001,FALSE,"[0,0.1]"
"Control","YKT6",216,"DPYD",0.000248818113958696,FALSE,"[0,0.1]"
"Control","YKT6",216,"ELMO1",0.00044404973357016,FALSE,"[0,0.1]"
"Control","YKT6",216,"EPS15",0.000164853280580284,FALSE,"[0,0.1]"
"Control","YKT6",216,"FAM13A",0.000592592592592593,FALSE,"[0,0.1]"
"Control","YKT6",216,"FAM149A",0.00157728706624606,FALSE,"[0,0.1]"
"Control","YKT6",216,"FAM49A",0.00171821305841924,FALSE,"[0,0.1]"
"Control","YKT6",216,"FKBP5",0.000136798905608755,FALSE,"[0,0.1]"
"Control","YKT6",216,"FOXO3",0.000429737859905458,FALSE,"[0,0.1]"
"Control","YKT6",216,"FOXP1",0.000507872016251905,FALSE,"[0,0.1]"
"Control","YKT6",216,"FRMD4B",0.000136165577342048,FALSE,"[0,0.1]"
"Control","YKT6",216,"FTH1",0.000513874614594039,FALSE,"[0,0.1]"
