"ko","outdegree","n_sig","all_inside","frac_targets_sig","network","col"
"WDFY2",693,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARID1A",577,1,TRUE,0,"Control split-half A","#7fb3d5"
"CFLAR",736,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARIH1",743,1,TRUE,0,"Control split-half A","#7fb3d5"
"PHC3",557,1,TRUE,0,"Control split-half A","#7fb3d5"
"PPP2R5C",727,1,TRUE,0,"Control split-half A","#7fb3d5"
"CSNK1A1",679,1,TRUE,0,"Control split-half A","#7fb3d5"
"PDS5B",686,1,TRUE,0,"Control split-half A","#7fb3d5"
"WDR7",719,1,TRUE,0,"Control split-half A","#7fb3d5"
"CNOT2",714,1,TRUE,0,"Control split-half A","#7fb3d5"
"THADA",605,1,TRUE,0,"Control split-half A","#7fb3d5"
"SSH1",724,1,TRUE,0,"Control split-half A","#7fb3d5"
"GSAP",757,1,TRUE,0,"Control split-half A","#7fb3d5"
"PABPC1",646,1,TRUE,0,"Control split-half A","#7fb3d5"
"TREM2",375,1,TRUE,0,"Control split-half A","#7fb3d5"
"TYROBP",292,1,TRUE,0,"Control split-half A","#7fb3d5"
"CD33",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"BIN1",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"CR1",761,2,TRUE,0.00131406044678055,"Control split-half A","#7fb3d5"
"MS4A4A",769,1,TRUE,0,"Control split-half A","#7fb3d5"
"SPI1",257,1,TRUE,0,"Control split-half A","#7fb3d5"
"IRF8",761,1,TRUE,0,"Control split-half A","#7fb3d5"
"NFKB1",495,1,TRUE,0,"Control split-half A","#7fb3d5"
"C1QA",753,1,TRUE,0,"Control split-half A","#7fb3d5"
"CX3CR1",773,1,TRUE,0,"Control split-half A","#7fb3d5"
"TMEM119",613,1,TRUE,0,"Control split-half A","#7fb3d5"
"BTK",613,1,TRUE,0,"Control split-half A","#7fb3d5"
"IL10RA",768,1,TRUE,0,"Control split-half A","#7fb3d5"
"ACTA2",433,1,TRUE,0,"Control split-half A","#7fb3d5"
"TSHR",0,9,FALSE,NA,"Control split-half A","#7fb3d5"
"PECAM1",716,1,TRUE,0,"Control split-half A","#7fb3d5"
"YKT6",421,1,TRUE,0,"Control split-half A","#7fb3d5"
"MALAT1",787,1,TRUE,0,"Control split-half B","#e59866"
"PLXDC2",769,1,TRUE,0,"Control split-half B","#e59866"
"SPP1",764,1,TRUE,0,"Control split-half B","#e59866"
"DOCK4",783,1,TRUE,0,"Control split-half B","#e59866"
"NEAT1",769,1,TRUE,0,"Control split-half B","#e59866"
"LRMDA",630,1,TRUE,0,"Control split-half B","#e59866"
"GRID2",722,1,TRUE,0,"Control split-half B","#e59866"
"ARHGAP24",765,1,TRUE,0,"Control split-half B","#e59866"
"FRMD4A",789,1,TRUE,0,"Control split-half B","#e59866"
"KCNMA1",770,1,TRUE,0,"Control split-half B","#e59866"
"SLC1A3",772,1,TRUE,0,"Control split-half B","#e59866"
"PTPRG",669,1,TRUE,0,"Control split-half B","#e59866"
"AL163541.1",694,1,TRUE,0,"Control split-half B","#e59866"
"ELMO1",765,1,TRUE,0,"Control split-half B","#e59866"
"MAML2",199,1,TRUE,0,"Control split-half B","#e59866"
"CHST11",775,1,TRUE,0,"Control split-half B","#e59866"
"FMNL2",726,1,TRUE,0,"Control split-half B","#e59866"
"LNCAROD",688,1,TRUE,0,"Control split-half B","#e59866"
"SSH2",740,1,TRUE,0,"Control split-half B","#e59866"
"LDLRAD4",776,1,TRUE,0,"Control split-half B","#e59866"
"SLC8A1",745,1,TRUE,0,"Control split-half B","#e59866"
"KCNQ3",760,1,TRUE,0,"Control split-half B","#e59866"
"FTL",761,1,TRUE,0,"Control split-half B","#e59866"
"DPYD",771,1,TRUE,0,"Control split-half B","#e59866"
"CELF2",775,1,TRUE,0,"Control split-half B","#e59866"
"ARHGAP26",781,1,TRUE,0,"Control split-half B","#e59866"
"SFMBT2",763,1,TRUE,0,"Control split-half B","#e59866"
"FKBP5",737,2,TRUE,0.00135685210312076,"Control split-half B","#e59866"
"NHSL1",772,1,TRUE,0,"Control split-half B","#e59866"
"APBB1IP",773,1,TRUE,0,"Control split-half B","#e59866"
"MEF2A",767,1,TRUE,0,"Control split-half B","#e59866"
"SORL1",783,1,TRUE,0,"Control split-half B","#e59866"
"CSGALNACT1",766,1,TRUE,0,"Control split-half B","#e59866"
"ST6GAL1",768,1,TRUE,0,"Control split-half B","#e59866"
"EPB41L2",758,1,TRUE,0,"Control split-half B","#e59866"
"GLDN",764,1,TRUE,0,"Control split-half B","#e59866"
"QKI",755,1,TRUE,0,"Control split-half B","#e59866"
"RUNX1",770,1,TRUE,0,"Control split-half B","#e59866"
"FMN1",774,2,TRUE,0.00129198966408269,"Control split-half B","#e59866"
"HDAC9",770,1,TRUE,0,"Control split-half B","#e59866"
"PICALM",733,1,TRUE,0,"Control split-half B","#e59866"
"PCDH9",708,1,TRUE,0,"Control split-half B","#e59866"
"BMP2K",652,1,TRUE,0,"Control split-half B","#e59866"
"GNAQ",748,1,TRUE,0,"Control split-half B","#e59866"
"FHIT",681,1,TRUE,0,"Control split-half B","#e59866"
"MBNL1",691,1,TRUE,0,"Control split-half B","#e59866"
"AUTS2",755,1,TRUE,0,"Control split-half B","#e59866"
"ITPR2",753,1,TRUE,0,"Control split-half B","#e59866"
"SIPA1L1",763,1,TRUE,0,"Control split-half B","#e59866"
"FOXN3",746,1,TRUE,0,"Control split-half B","#e59866"
"SRGAP2",777,1,TRUE,0,"Control split-half B","#e59866"
"DOCK8",777,1,TRUE,0,"Control split-half B","#e59866"
"PDE3B",743,1,TRUE,0,"Control split-half B","#e59866"
"ZEB2",785,1,TRUE,0,"Control split-half B","#e59866"
"MEF2C",748,1,TRUE,0,"Control split-half B","#e59866"
"ARHGAP15",672,1,TRUE,0,"Control split-half B","#e59866"
"CPM",763,2,TRUE,0.00131061598951507,"Control split-half B","#e59866"
"MAML3",732,1,TRUE,0,"Control split-half B","#e59866"
"DISC1",602,1,TRUE,0,"Control split-half B","#e59866"
"MED13L",754,1,TRUE,0,"Control split-half B","#e59866"
"ELL2",773,1,TRUE,0,"Control split-half B","#e59866"
"DLEU1",770,1,TRUE,0,"Control split-half B","#e59866"
"ACSL1",784,1,TRUE,0,"Control split-half B","#e59866"
"SLC9A9",760,9,TRUE,0.0105263157894737,"Control split-half B","#e59866"
"STARD13",780,12,TRUE,0.0141025641025641,"Control split-half B","#e59866"
"OXR1",771,1,TRUE,0,"Control split-half B","#e59866"
"FGD4",632,1,TRUE,0,"Control split-half B","#e59866"
"JAZF1",775,1,TRUE,0,"Control split-half B","#e59866"
"UBE2E2",633,1,TRUE,0,"Control split-half B","#e59866"
"TCF12",714,2,TRUE,0.00140056022408964,"Control split-half B","#e59866"
"IMMP2L",611,1,TRUE,0,"Control split-half B","#e59866"
"SH3RF3",776,1,TRUE,0,"Control split-half B","#e59866"
"PDE4B",788,1,TRUE,0,"Control split-half B","#e59866"
"APOE",756,1,TRUE,0,"Control split-half B","#e59866"
"DSCAM",767,1,TRUE,0,"Control split-half B","#e59866"
"MYO1E",444,1,TRUE,0,"Control split-half B","#e59866"
"FAM49B",769,1,TRUE,0,"Control split-half B","#e59866"
"FYB1",661,1,TRUE,0,"Control split-half B","#e59866"
"ABR",750,1,TRUE,0,"Control split-half B","#e59866"
"BNC2",692,1,TRUE,0,"Control split-half B","#e59866"
"ST6GALNAC3",773,1,TRUE,0,"Control split-half B","#e59866"
"TBC1D5",739,6,TRUE,0.006765899864682,"Control split-half B","#e59866"
"SYNDIG1",768,1,TRUE,0,"Control split-half B","#e59866"
"WWOX",229,2,TRUE,0.00436681222707424,"Control split-half B","#e59866"
"ATG7",774,1,TRUE,0,"Control split-half B","#e59866"
"RBM47",779,1,TRUE,0,"Control split-half B","#e59866"
"ETV6",778,1,TRUE,0,"Control split-half B","#e59866"
"ZBTB20",757,1,TRUE,0,"Control split-half B","#e59866"
"LHFPL2",764,1,TRUE,0,"Control split-half B","#e59866"
"NAV3",776,1,TRUE,0,"Control split-half B","#e59866"
"EPB41L3",779,1,TRUE,0,"Control split-half B","#e59866"
"IPCEF1",771,1,TRUE,0,"Control split-half B","#e59866"
"GAB2",719,1,TRUE,0,"Control split-half B","#e59866"
"ZSWIM6",758,1,TRUE,0,"Control split-half B","#e59866"
"XIST",777,1,TRUE,0,"Control split-half B","#e59866"
"LPP",744,1,TRUE,0,"Control split-half B","#e59866"
"DOCK10",770,1,TRUE,0,"Control split-half B","#e59866"
"RAD51B",689,1,TRUE,0,"Control split-half B","#e59866"
"PTPRJ",730,1,TRUE,0,"Control split-half B","#e59866"
"MAN2A1",755,1,TRUE,0,"Control split-half B","#e59866"
"ANKRD44",770,1,TRUE,0,"Control split-half B","#e59866"
"PADI2",778,1,TRUE,0,"Control split-half B","#e59866"
"FTX",578,1,TRUE,0,"Control split-half B","#e59866"
"ZFHX3",750,1,TRUE,0,"Control split-half B","#e59866"
"FCHSD2",781,1,TRUE,0,"Control split-half B","#e59866"
"MGAT4A",756,1,TRUE,0,"Control split-half B","#e59866"
"FOXP1",750,1,TRUE,0,"Control split-half B","#e59866"
"ALCAM",748,1,TRUE,0,"Control split-half B","#e59866"
"TBXAS1",732,1,TRUE,0,"Control split-half B","#e59866"
"AKAP13",753,1,TRUE,0,"Control split-half B","#e59866"
"CD74",755,1,TRUE,0,"Control split-half B","#e59866"
"CTSB",778,1,TRUE,0,"Control split-half B","#e59866"
"MERTK",775,9,TRUE,0.0103225806451613,"Control split-half B","#e59866"
"SDK1",733,1,TRUE,0,"Control split-half B","#e59866"
"ZFAND3",766,1,TRUE,0,"Control split-half B","#e59866"
"SRGN",778,1,TRUE,0,"Control split-half B","#e59866"
"DOCK2",713,1,TRUE,0,"Control split-half B","#e59866"
"SLCO2B1",747,1,TRUE,0,"Control split-half B","#e59866"
"TANC2",753,1,TRUE,0,"Control split-half B","#e59866"
"SAT1",773,1,TRUE,0,"Control split-half B","#e59866"
"HS3ST4",769,1,TRUE,0,"Control split-half B","#e59866"
"HIF1A",775,1,TRUE,0,"Control split-half B","#e59866"
"SRGAP1",772,1,TRUE,0,"Control split-half B","#e59866"
"XACT",722,1,TRUE,0,"Control split-half B","#e59866"
"RAPGEF1",787,1,TRUE,0,"Control split-half B","#e59866"
"FRMD4B",763,1,TRUE,0,"Control split-half B","#e59866"
"PTPRC",585,1,TRUE,0,"Control split-half B","#e59866"
"SMYD3",692,1,TRUE,0,"Control split-half B","#e59866"
"SMAP2",720,1,TRUE,0,"Control split-half B","#e59866"
"TCF4",768,1,TRUE,0,"Control split-half B","#e59866"
"DIAPH2",459,1,TRUE,0,"Control split-half B","#e59866"
"LINC01374",546,1,TRUE,0,"Control split-half B","#e59866"
"ATXN1",730,1,TRUE,0,"Control split-half B","#e59866"
"DIRC3",773,6,TRUE,0.00646830530401035,"Control split-half B","#e59866"
"ADAM28",744,1,TRUE,0,"Control split-half B","#e59866"
"RASAL2",757,1,TRUE,0,"Control split-half B","#e59866"
"ARHGAP22",766,1,TRUE,0,"Control split-half B","#e59866"
"ARID1B",742,1,TRUE,0,"Control split-half B","#e59866"
"JMJD1C",735,1,TRUE,0,"Control split-half B","#e59866"
"MITF",762,1,TRUE,0,"Control split-half B","#e59866"
"SSBP2",620,1,TRUE,0,"Control split-half B","#e59866"
"SAMD4A",755,1,TRUE,0,"Control split-half B","#e59866"
"NCK2",780,1,TRUE,0,"Control split-half B","#e59866"
"ATP8B4",560,1,TRUE,0,"Control split-half B","#e59866"
"INPP5D",773,1,TRUE,0,"Control split-half B","#e59866"
"ARL15",568,1,TRUE,0,"Control split-half B","#e59866"
"LIMS1",533,1,TRUE,0,"Control split-half B","#e59866"
"ATP1B3",770,1,TRUE,0,"Control split-half B","#e59866"
"TGFBR1",776,1,TRUE,0,"Control split-half B","#e59866"
"ZNF804A",612,1,TRUE,0,"Control split-half B","#e59866"
"FNDC3B",769,1,TRUE,0,"Control split-half B","#e59866"
"TBC1D22A",762,1,TRUE,0,"Control split-half B","#e59866"
"RNASET2",766,1,TRUE,0,"Control split-half B","#e59866"
"RERE",658,1,TRUE,0,"Control split-half B","#e59866"
"PAG1",768,1,TRUE,0,"Control split-half B","#e59866"
"FNIP2",733,1,TRUE,0,"Control split-half B","#e59866"
"KANSL1",757,1,TRUE,0,"Control split-half B","#e59866"
"CYFIP1",762,1,TRUE,0,"Control split-half B","#e59866"
"TRPS1",778,3,TRUE,0.0025706940874036,"Control split-half B","#e59866"
"EXOC4",642,1,TRUE,0,"Control split-half B","#e59866"
"MARCH1",770,1,TRUE,0,"Control split-half B","#e59866"
"LRRC4C",94,1,TRUE,0,"Control split-half B","#e59866"
"CCNH",561,1,TRUE,0,"Control split-half B","#e59866"
"PELI1",719,1,TRUE,0,"Control split-half B","#e59866"
"PLCL1",743,1,TRUE,0,"Control split-half B","#e59866"
"MAP4K4",764,1,TRUE,0,"Control split-half B","#e59866"
"TPRG1",543,7,TRUE,0.0110497237569061,"Control split-half B","#e59866"
"SRGAP2B",740,1,TRUE,0,"Control split-half B","#e59866"
"ADGRB3",749,1,TRUE,0,"Control split-half B","#e59866"
"DTNA",713,1,TRUE,0,"Control split-half B","#e59866"
"PRKN",598,1,TRUE,0,"Control split-half B","#e59866"
"AOAH",541,1,TRUE,0,"Control split-half B","#e59866"
"SPIDR",763,1,TRUE,0,"Control split-half B","#e59866"
"ABCC4",773,1,TRUE,0,"Control split-half B","#e59866"
"PREX1",745,1,TRUE,0,"Control split-half B","#e59866"
"SAMSN1",698,1,TRUE,0,"Control split-half B","#e59866"
"C3",773,1,TRUE,0,"Control split-half B","#e59866"
"EIF4G3",727,1,TRUE,0,"Control split-half B","#e59866"
"MSR1",778,1,TRUE,0,"Control split-half B","#e59866"
"RALGAPA2",609,1,TRUE,0,"Control split-half B","#e59866"
"DLEU2",513,1,TRUE,0,"Control split-half B","#e59866"
"TRIO",684,1,TRUE,0,"Control split-half B","#e59866"
"SNX29",379,1,TRUE,0,"Control split-half B","#e59866"
"CHSY3",684,1,TRUE,0,"Control split-half B","#e59866"
"SKAP2",694,1,TRUE,0,"Control split-half B","#e59866"
"TAB2",694,1,TRUE,0,"Control split-half B","#e59866"
"MTSS1",768,1,TRUE,0,"Control split-half B","#e59866"
"SDCCAG8",736,1,TRUE,0,"Control split-half B","#e59866"
"LRCH1",754,1,TRUE,0,"Control split-half B","#e59866"
"DIP2B",751,1,TRUE,0,"Control split-half B","#e59866"
"AKT3",762,1,TRUE,0,"Control split-half B","#e59866"
"HSP90AA1",746,1,TRUE,0,"Control split-half B","#e59866"
"CD163",780,1,TRUE,0,"Control split-half B","#e59866"
"STAG1",706,1,TRUE,0,"Control split-half B","#e59866"
"SBF2",545,2,TRUE,0.0018348623853211,"Control split-half B","#e59866"
"TLR2",745,1,TRUE,0,"Control split-half B","#e59866"
"FNDC3A",737,1,TRUE,0,"Control split-half B","#e59866"
"F13A1",779,1,TRUE,0,"Control split-half B","#e59866"
"SLC11A1",777,1,TRUE,0,"Control split-half B","#e59866"
"AP001977.1",564,1,TRUE,0,"Control split-half B","#e59866"
"ASAP1",730,2,TRUE,0.00136986301369863,"Control split-half B","#e59866"
"ZFPM2-AS1",760,1,TRUE,0,"Control split-half B","#e59866"
"DISP1",734,1,TRUE,0,"Control split-half B","#e59866"
"RAB31",711,1,TRUE,0,"Control split-half B","#e59866"
"MYCBP2",723,1,TRUE,0,"Control split-half B","#e59866"
"FER",736,1,TRUE,0,"Control split-half B","#e59866"
"BACH1",775,1,TRUE,0,"Control split-half B","#e59866"
"PTPRM",734,1,TRUE,0,"Control split-half B","#e59866"
"NIPBL",674,1,TRUE,0,"Control split-half B","#e59866"
"RNF130",755,1,TRUE,0,"Control split-half B","#e59866"
"BAZ2B",756,1,TRUE,0,"Control split-half B","#e59866"
"RABGAP1L",632,1,TRUE,0,"Control split-half B","#e59866"
"CAMK1D",754,1,TRUE,0,"Control split-half B","#e59866"
"RTTN",696,1,TRUE,0,"Control split-half B","#e59866"
"PRKCE",643,1,TRUE,0,"Control split-half B","#e59866"
"SCIN",472,1,TRUE,0,"Control split-half B","#e59866"
"MTHFD1L",699,1,TRUE,0,"Control split-half B","#e59866"
"CHD9",724,1,TRUE,0,"Control split-half B","#e59866"
"PRKAG2",765,1,TRUE,0,"Control split-half B","#e59866"
"PSAP",755,1,TRUE,0,"Control split-half B","#e59866"
"DENND3",768,1,TRUE,0,"Control split-half B","#e59866"
"PTPRE",768,1,TRUE,0,"Control split-half B","#e59866"
"LINC02798",703,1,TRUE,0,"Control split-half B","#e59866"
"NCKAP5",575,1,TRUE,0,"Control split-half B","#e59866"
"FOXP2",762,1,TRUE,0,"Control split-half B","#e59866"
"LINC00278",781,1,TRUE,0,"Control split-half B","#e59866"
"HLA-DRA",630,1,TRUE,0,"Control split-half B","#e59866"
"DDX5",740,1,TRUE,0,"Control split-half B","#e59866"
"GPNMB",765,1,TRUE,0,"Control split-half B","#e59866"
"MGAT5",778,1,TRUE,0,"Control split-half B","#e59866"
"ATM",693,1,TRUE,0,"Control split-half B","#e59866"
"RASSF8",773,1,TRUE,0,"Control split-half B","#e59866"
"ARHGAP6",738,1,TRUE,0,"Control split-half B","#e59866"
"KMT2C",716,1,TRUE,0,"Control split-half B","#e59866"
"UTRN",760,1,TRUE,0,"Control split-half B","#e59866"
"SHTN1",770,1,TRUE,0,"Control split-half B","#e59866"
"KHDRBS3",700,1,TRUE,0,"Control split-half B","#e59866"
"BCL2",669,1,TRUE,0,"Control split-half B","#e59866"
"DENND1A",752,1,TRUE,0,"Control split-half B","#e59866"
"LPCAT2",721,1,TRUE,0,"Control split-half B","#e59866"
"RAP1A",563,1,TRUE,0,"Control split-half B","#e59866"
"PDE8A",763,1,TRUE,0,"Control split-half B","#e59866"
"WDFY3",784,1,TRUE,0,"Control split-half B","#e59866"
"PALD1",767,1,TRUE,0,"Control split-half B","#e59866"
"VTI1A",581,1,TRUE,0,"Control split-half B","#e59866"
"TBL1XR1",58,1,TRUE,0,"Control split-half B","#e59866"
"PIP4K2A",768,1,TRUE,0,"Control split-half B","#e59866"
"PPARG",309,1,TRUE,0,"Control split-half B","#e59866"
"MAN1A1",770,1,TRUE,0,"Control split-half B","#e59866"
"MIR99AHG",678,1,TRUE,0,"Control split-half B","#e59866"
"KYNU",778,1,TRUE,0,"Control split-half B","#e59866"
"EPS8",736,1,TRUE,0,"Control split-half B","#e59866"
"LYN",612,1,TRUE,0,"Control split-half B","#e59866"
"RGS1",774,1,TRUE,0,"Control split-half B","#e59866"
"KCNIP1",751,1,TRUE,0,"Control split-half B","#e59866"
"LRRK2",748,1,TRUE,0,"Control split-half B","#e59866"
"ZBTB16",688,1,TRUE,0,"Control split-half B","#e59866"
"FAM149A",776,1,TRUE,0,"Control split-half B","#e59866"
"NAV2",418,1,TRUE,0,"Control split-half B","#e59866"
"CMIP",761,1,TRUE,0,"Control split-half B","#e59866"
"AFF1",723,3,TRUE,0.00276625172890733,"Control split-half B","#e59866"
"VPS13C",248,1,TRUE,0,"Control split-half B","#e59866"
"PPP3CA",694,1,TRUE,0,"Control split-half B","#e59866"
"FLI1",719,1,TRUE,0,"Control split-half B","#e59866"
"DST",770,1,TRUE,0,"Control split-half B","#e59866"
"FTH1",770,1,TRUE,0,"Control split-half B","#e59866"
"NRIP1",618,1,TRUE,0,"Control split-half B","#e59866"
"TTC7A",784,1,TRUE,0,"Control split-half B","#e59866"
"SH3KBP1",755,1,TRUE,0,"Control split-half B","#e59866"
"BCAS3",651,1,TRUE,0,"Control split-half B","#e59866"
"RTN4",761,1,TRUE,0,"Control split-half B","#e59866"
"RNF13",766,1,TRUE,0,"Control split-half B","#e59866"
"USP15",750,1,TRUE,0,"Control split-half B","#e59866"
"TNRC6B",762,1,TRUE,0,"Control split-half B","#e59866"
"SLC4A7",677,1,TRUE,0,"Control split-half B","#e59866"
"MKLN1",701,1,TRUE,0,"Control split-half B","#e59866"
"MBD5",740,1,TRUE,0,"Control split-half B","#e59866"
"FOXO3",751,1,TRUE,0,"Control split-half B","#e59866"
"NFIA",742,1,TRUE,0,"Control split-half B","#e59866"
"PAN3",566,1,TRUE,0,"Control split-half B","#e59866"
"ALDH1A2",728,1,TRUE,0,"Control split-half B","#e59866"
"NCOA1",712,1,TRUE,0,"Control split-half B","#e59866"
"ZFP36L1",676,1,TRUE,0,"Control split-half B","#e59866"
"OSBPL3",746,1,TRUE,0,"Control split-half B","#e59866"
"NCOA2",118,1,TRUE,0,"Control split-half B","#e59866"
"CCND3",777,1,TRUE,0,"Control split-half B","#e59866"
"RIN3",775,1,TRUE,0,"Control split-half B","#e59866"
"VPS13B",722,1,TRUE,0,"Control split-half B","#e59866"
"PRKCB",712,1,TRUE,0,"Control split-half B","#e59866"
"SLC16A10",769,1,TRUE,0,"Control split-half B","#e59866"
"ADK",736,1,TRUE,0,"Control split-half B","#e59866"
"SUMF1",751,1,TRUE,0,"Control split-half B","#e59866"
"FCGBP",8,5,TRUE,0.5,"Control split-half B","#e59866"
"FBXL17",72,1,TRUE,0,"Control split-half B","#e59866"
"CCNY",724,1,TRUE,0,"Control split-half B","#e59866"
"HERC4",438,1,TRUE,0,"Control split-half B","#e59866"
"NPL",721,1,TRUE,0,"Control split-half B","#e59866"
"IQGAP2",775,3,TRUE,0.00258064516129032,"Control split-half B","#e59866"
"SPRED1",776,1,TRUE,0,"Control split-half B","#e59866"
"GRB2",736,1,TRUE,0,"Control split-half B","#e59866"
"ZFP36L2",774,1,TRUE,0,"Control split-half B","#e59866"
"PIAS1",385,1,TRUE,0,"Control split-half B","#e59866"
"MACROD2",639,1,TRUE,0,"Control split-half B","#e59866"
"PIK3R1",734,1,TRUE,0,"Control split-half B","#e59866"
"SYK",763,1,TRUE,0,"Control split-half B","#e59866"
"CPVL",760,1,TRUE,0,"Control split-half B","#e59866"
"SOCS6",743,1,TRUE,0,"Control split-half B","#e59866"
"NAALADL2",354,1,TRUE,0,"Control split-half B","#e59866"
"CUX1",755,1,TRUE,0,"Control split-half B","#e59866"
"NF1",636,1,TRUE,0,"Control split-half B","#e59866"
"TNS3",711,1,TRUE,0,"Control split-half B","#e59866"
"CTTNBP2",741,1,TRUE,0,"Control split-half B","#e59866"
"PBX3",716,1,TRUE,0,"Control split-half B","#e59866"
"MAP3K5",724,1,TRUE,0,"Control split-half B","#e59866"
"TMSB4X",691,1,TRUE,0,"Control split-half B","#e59866"
"TGFBR2",734,1,TRUE,0,"Control split-half B","#e59866"
"EEF1A1",668,1,TRUE,0,"Control split-half B","#e59866"
"DLG2",662,9,TRUE,0.0120845921450151,"Control split-half B","#e59866"
"MEF2C-AS1",563,1,TRUE,0,"Control split-half B","#e59866"
"ANKRD17",749,1,TRUE,0,"Control split-half B","#e59866"
"CADM1",672,2,TRUE,0.00148809523809524,"Control split-half B","#e59866"
"CAMK2D",513,1,TRUE,0,"Control split-half B","#e59866"
"RB1",695,1,TRUE,0,"Control split-half B","#e59866"
"NPAS3",736,6,TRUE,0.00679347826086957,"Control split-half B","#e59866"
"PHF21A",647,1,TRUE,0,"Control split-half B","#e59866"
"TAOK3",718,1,TRUE,0,"Control split-half B","#e59866"
"HIVEP3",778,1,TRUE,0,"Control split-half B","#e59866"
"NUMB",143,1,TRUE,0,"Control split-half B","#e59866"
"ANKS1A",769,1,TRUE,0,"Control split-half B","#e59866"
"TMEM117",257,1,TRUE,0,"Control split-half B","#e59866"
"RNF149",785,1,TRUE,0,"Control split-half B","#e59866"
"RUNX2",755,1,TRUE,0,"Control split-half B","#e59866"
"ELF2",690,1,TRUE,0,"Control split-half B","#e59866"
"MANBA",746,1,TRUE,0,"Control split-half B","#e59866"
"GRK3",725,1,TRUE,0,"Control split-half B","#e59866"
"ANKRD11",758,1,TRUE,0,"Control split-half B","#e59866"
"GAB1",769,1,TRUE,0,"Control split-half B","#e59866"
"NAMPT",783,1,TRUE,0,"Control split-half B","#e59866"
"NSMCE2",646,1,TRUE,0,"Control split-half B","#e59866"
"GNA13",775,1,TRUE,0,"Control split-half B","#e59866"
"PIK3R5",715,1,TRUE,0,"Control split-half B","#e59866"
"UVRAG",692,1,TRUE,0,"Control split-half B","#e59866"
"PRKCA",766,1,TRUE,0,"Control split-half B","#e59866"
"IGSF21",778,1,TRUE,0,"Control split-half B","#e59866"
"TBC1D14",775,1,TRUE,0,"Control split-half B","#e59866"
"GALNT2",762,1,TRUE,0,"Control split-half B","#e59866"
"ITM2B",631,1,TRUE,0,"Control split-half B","#e59866"
"COP1",217,1,TRUE,0,"Control split-half B","#e59866"
"SH3BGRL",622,2,TRUE,0.00160771704180064,"Control split-half B","#e59866"
"A2M",631,1,TRUE,0,"Control split-half B","#e59866"
"SRGAP2C",744,1,TRUE,0,"Control split-half B","#e59866"
"SGK1",777,1,TRUE,0,"Control split-half B","#e59866"
"SLC2A3",777,1,TRUE,0,"Control split-half B","#e59866"
"N4BP2L2",756,1,TRUE,0,"Control split-half B","#e59866"
"CEP170",659,1,TRUE,0,"Control split-half B","#e59866"
"IKZF1",771,1,TRUE,0,"Control split-half B","#e59866"
"CDKAL1",691,1,TRUE,0,"Control split-half B","#e59866"
"ST8SIA4",732,1,TRUE,0,"Control split-half B","#e59866"
"FAM172A",505,1,TRUE,0,"Control split-half B","#e59866"
"MACF1",726,1,TRUE,0,"Control split-half B","#e59866"
"DDX17",768,1,TRUE,0,"Control split-half B","#e59866"
"B2M",692,1,TRUE,0,"Control split-half B","#e59866"
"LYST",370,1,TRUE,0,"Control split-half B","#e59866"
"PFKFB3",775,1,TRUE,0,"Control split-half B","#e59866"
"CCDC26",603,1,TRUE,0,"Control split-half B","#e59866"
"CPQ",696,1,TRUE,0,"Control split-half B","#e59866"
"ERBIN",769,1,TRUE,0,"Control split-half B","#e59866"
"FAR2",568,1,TRUE,0,"Control split-half B","#e59866"
"TTC28",709,1,TRUE,0,"Control split-half B","#e59866"
"XYLT1",678,1,TRUE,0,"Control split-half B","#e59866"
"SPTLC2",771,1,TRUE,0,"Control split-half B","#e59866"
"SUSD6",736,1,TRUE,0,"Control split-half B","#e59866"
"MIR646HG",501,1,TRUE,0,"Control split-half B","#e59866"
"SIK3",761,1,TRUE,0,"Control split-half B","#e59866"
"ZCCHC7",558,1,TRUE,0,"Control split-half B","#e59866"
"LINC02232",756,1,TRUE,0,"Control split-half B","#e59866"
"COMMD10",715,1,TRUE,0,"Control split-half B","#e59866"
"CCDC91",572,1,TRUE,0,"Control split-half B","#e59866"
"MBP",759,1,TRUE,0,"Control split-half B","#e59866"
"CSF1R",744,1,TRUE,0,"Control split-half B","#e59866"
"SUPT3H",425,1,TRUE,0,"Control split-half B","#e59866"
"FAM110B",772,1,TRUE,0,"Control split-half B","#e59866"
"RASA1",578,1,TRUE,0,"Control split-half B","#e59866"
"ACER3",782,1,TRUE,0,"Control split-half B","#e59866"
"L3MBTL4",720,1,TRUE,0,"Control split-half B","#e59866"
"GTDC1",755,1,TRUE,0,"Control split-half B","#e59866"
"PEAK1",766,1,TRUE,0,"Control split-half B","#e59866"
"RNF144B",771,1,TRUE,0,"Control split-half B","#e59866"
"FCHO2",765,1,TRUE,0,"Control split-half B","#e59866"
"ZNF638",749,1,TRUE,0,"Control split-half B","#e59866"
"ATF6",723,1,TRUE,0,"Control split-half B","#e59866"
"ABCA1",775,1,TRUE,0,"Control split-half B","#e59866"
"RBPJ",767,1,TRUE,0,"Control split-half B","#e59866"
"FAM13A",763,1,TRUE,0,"Control split-half B","#e59866"
"DYRK1A",684,1,TRUE,0,"Control split-half B","#e59866"
"PCM1",730,1,TRUE,0,"Control split-half B","#e59866"
"TMCC1",743,1,TRUE,0,"Control split-half B","#e59866"
